RSSI,Connected_Devices
-79.58830652793347,4
-41.427911642596875,4
-73.63493029813438,1
-79.9561008740585,2
-88.6900772381818,3
-35.432094416309646,2
-75.16457726075262,6
-65.4515840041092,2
-58.259964488727235,3
-43.640296692340726,1
-86.24471955542889,6
-42.759155316705076,4
-57.197339323549635,6
-63.74300268456763,3
-83.86963529765688,1
-58.0852587199615,3
-59.98173305908393,5
-52.442493424274005,1
-53.65820414044081,1
-31.7786994898595,1
-34.39528933457812,5
-53.493234762757986,4
-79.9068362202688,2
-70.14424079909881,3
-76.93323787985896,2
-42.608265061274096,2
-33.41299639139593,3
-30.065541107103,4
-32.43154289803822,2
-68.84821313327055,3
-48.193256786661266,5
-53.34228673983381,1
-36.22396380585435,2
-40.46732113381427,6
-39.78347257355436,3
-38.675168467184726,1
-87.99922390594942,3
-53.67283189321964,3
-62.6928249555168,3
-39.799796127946166,1
-88.98175462939136,4
-86.23927639516027,2
-33.082881834821585,2
-72.27194326651743,2
-76.71217672428142,1
-41.98918003393183,5
-50.621554842675906,4
-39.645670146096336,0
-57.80330999933844,3
-59.71866401173324,5
-30.6201715435784,1
-32.60755962496963,4
-81.2195179904909,1
-83.45172100531238,4
-44.82395734671118,3
-67.43655259518619,1
-72.19346883177268,0
-41.88997201245422,2
-32.10544437082203,2
-72.05761318799853,4
-87.39572992684506,5
-38.106970393643785,2
-80.6054722285269,7
-70.21814673157951,3
-44.976549899204024,2
-56.89544775450278,7
-62.72332141754978,4
-45.55696774878459,0
-72.44951469942968,2
-56.230726568016316,5
-87.0882743181545,1
-45.14235701322815,8
-51.319787346115106,2
-81.22553131975607,2
-76.53837541199468,5
-73.13722470129701,4
-40.78229676280531,2
-74.23437110677872,2
-38.87286291521421,1
-64.15330829011116,4
-43.88734958304251,5
-79.06423798154964,4
-76.45840627759416,1
-84.12881118989493,2
-40.693333906810544,4
-79.3770914441,4
-44.836238897677234,2
-75.33380906108856,4
-61.5706728966864,5
-86.65555157206188,2
-40.146586230837656,2
-54.998449295977224,2
-80.98045390241387,6
-45.16733994996514,5
-54.326519102024925,5
-43.75322312708354,2
-65.85490600888595,4
-78.27183921798853,3
-54.462968749175225,4
-38.986550372001346,2
-45.035570635078074,3
-66.21978250901947,2
-79.4391325522738,1
-87.8269433230281,3
-44.120599825422126,2
-63.86901213657849,2
-54.65849358897691,3
-66.04982839385283,4
-76.84516525904945,4
-68.18601150955368,2
-46.43998937527505,2
-80.19542810954786,3
-68.44018931261178,2
-78.78161207047049,3
-67.39436019753299,4
-67.12805496536386,2
-45.4869523020721,1
-87.3385166880361,2
-48.461399746953454,2
-81.41066857470915,3
-59.09800372281787,4
-43.46666563549357,1
-54.33235480086949,2
-48.348849196114685,2
-74.05108827471037,2
-75.6234879753857,3
-41.24933922913463,7
-68.1095866447638,1
-60.2364526759254,1
-44.68011980457352,4
-71.92932387330575,3
-68.77675983957037,5
-49.70830181476683,4
-83.25704170623295,3
-51.650217625067995,6
-32.79929207206537,3
-78.9338913412654,4
-77.51426273207437,1
-46.86701066641984,2
-50.251494000774045,2
-64.301795370368,4
-77.77138665256392,3
-64.31010002516585,1
-68.22104307695818,3
-32.415825016706485,4
-71.74645658753067,4
-85.45631336619678,4
-86.14000976083796,3
-37.13153918251989,4
-38.256858150100946,4
-54.42480442203217,5
-34.402543912411865,5
-53.79949738152352,3
-36.92462384216859,3
-74.09961347339083,3
-66.79126380442762,4
-43.66529940197628,4
-52.58916785708798,4
-85.62399686599821,1
-42.87408052284104,4
-44.98073323780331,1
-40.297104937879034,1
-71.45496884612831,3
-51.233338060486055,3
-46.69158361301693,2
-67.50728514844698,2
-36.16946260070487,2
-71.85995374821036,4
-59.64836942556789,4
-34.49004628093556,2
