RSSI,Occupancy
-74.33865307201614,0
-56.675159014978796,1
-71.12223632177779,0
-73.32458670766805,0
-88.02154709225933,0
-59.80274173834129,1
-93.64662812244484,0
-83.58862532971166,0
-65.75275677725735,1
-75.86177891085973,0
-54.84156782219538,1
-57.51776645876191,1
-59.00236658362282,1
-62.503301800553466,1
-75.4137508791414,0
-58.99938896697827,1
-65.90601445646249,1
-74.6108375718854,0
-63.64688691762416,1
-73.40111601445528,0
-85.43414481293912,0
-54.65620215916956,1
-72.87857348016185,0
-95.15781217563048,0
-72.8124000709533,0
-71.08140573652253,0
-93.46036958940567,0
-90.24664046538382,0
-75.40955838575618,0
-73.5734577890782,0
-88.16895678438428,0
-63.97234716492029,1
-54.16011761611512,1
-97.58638324688597,0
-63.89709963794659,1
-87.6739377771012,0
-83.8426610888103,0
-86.47484240045051,0
-55.563205735744596,1
-69.4428229952766,1
-91.99730073580747,0
-94.60240007877877,0
-89.56761519866684,0
-89.66784186286789,0
-76.58070955560245,0
-61.96863594599302,1
-99.6068093538434,0
-71.69822231018324,0
-73.41235041658092,0
-68.89304388234166,1
-75.65760306820769,0
-78.39433103523072,0
-89.58902635421776,0
-53.92007770477873,1
-82.94993912769593,0
-86.98503090622663,0
-92.30921863831182,0
-76.29876910559042,0
-59.48305667832605,1
-87.62948559114103,0
-57.09257557401262,1
-99.32581064951813,0
-67.49898483326837,1
-68.28434292446235,1
-68.63730758238546,1
-86.63143653511915,0
-83.6842566243243,0
-94.80702900421038,0
-64.21270263055753,1
-94.43912909540171,0
-96.93949064459996,0
-96.58420781251678,0
-90.97432613200853,0
-56.12198699674835,1
-97.70826042635598,0
-84.96781740440024,0
-78.95263816954862,0
-75.70167371844032,0
-99.19292780329882,0
-89.14808612170663,0
-77.1942339275499,0
-65.68861612024884,1
-75.42574882438078,0
-96.29852636624734,0
-93.6205528077582,0
-74.69814857714996,0
-69.05935544037843,1
-95.52152899504188,0
-62.72794792931763,1
-99.95477574403525,0
-50.603181163637316,1
-71.54602304681234,0
-61.57954085156027,1
-79.73494791892105,0
-68.34239883095874,1
-86.93721607367735,0
-58.30800356179637,1
-63.89568660438699,1
-61.175689701051134,1
-52.387051505404294,1
-98.15124983173122,0
-92.10155809978343,0
-69.56765211359256,1
-65.48589093392428,1
-57.04881887177562,1
-63.2888290073612,1
-94.36528883993267,0
-71.48851173235148,0
-88.45956408335378,0
-70.0026820052616,0
-92.22587532480223,0
-93.82905732831755,0
-50.81393536380563,1
-98.01278096906162,0
-92.03137872277743,0
-54.117878482715284,1
-54.39402788826784,1
-78.01345125072844,0
-85.83838542637227,0
-55.48485698531189,1
-59.30821783465295,1
-90.58130985437428,0
-75.20875518356617,0
-71.34110042031855,0
-83.31094670716155,0
-59.469768557704754,1
-66.59072367813502,1
-51.20310413384304,1
-63.88299603453879,1
-94.14445147823047,0
-88.24444844673238,0
-99.59559955419265,0
-56.501375663830835,1
-77.16950409176528,0
-52.39730112015388,1
-67.09217798753986,1
-52.77474736396871,1
-60.5589122130531,1
-81.70122739898916,0
-69.22057627787346,1
-97.29743475616176,0
-88.46476280533082,0
-74.20627334601947,0
-92.8090177088301,0
-82.47281955069835,0
-62.076930950811246,1
-55.82393907223307,1
-95.38196840911209,0
-80.10472979021519,0
-55.113454052648194,1
-72.90624173525366,0
-72.9520847339867,0
-98.96328294623105,0
-74.16547809821114,0
-69.83704277999121,1
-89.29224704304123,0
-74.67802881800951,0
-70.73989776839065,0
-53.95537963491335,1
-81.9745450741439,0
-90.42682206152666,0
-65.2154344932488,1
-78.11023623292965,0
-68.11869934634703,1
-83.18612375251013,0
-75.21722744870121,0
-55.05838932256455,1
-95.45015989017125,0
-54.97223516136321,1
